"record_id","mofa_material_id","source_url","legacy_archive_id","title_jp","title_en","release_status","years","primary_subject_jp","primary_subject_en","region_labels_en","region_labels_jp","reaction_region_labels_en","reaction_region_labels_jp","entity_labels_en","entity_labels_jp","organization_labels_en","organization_labels_jp","related_organization_labels_en","related_organization_labels_jp","event_labels_en","event_labels_jp","bloc_labels_en","bloc_labels_jp","keyword_labels_en","keyword_labels_jp","analytical_context_labels_en","analytical_context_labels_jp","search_text_jp","search_text_en","search_text_all"
"mofa_100_042833","100-042833","https://da.mofa.go.jp/material-detail?id=100-042833","2010-1215","国連第30回総会","Thirtieth Session of the United Nations General Assembly","Partially Open","","国連第30回総会：会談・招待行事・日程調整","30th Session of the United Nations General Assembly: Meetings, Invitations, and Schedule Coordination","Global / Worldwide","全世界","","","","","United Nations; United Nations General Assembly","国際連合／国連; 国連総会","","","30th Session of the United Nations General Assembly","第30回国連総会","","","Diplomacy; Japanese Diplomatic Reporting; United Nations; UN General Assembly","外交; 日本外交当局の報告; 国連; 国連総会","","","国連第30回総会; 国連第30回総会：会談・招待行事・日程調整; 全世界; 国際連合／国連; 国連総会; 第30回国連総会; 外交; 日本外交当局の報告; 国連; 国連総会; 2010-1215; 100-042833","Thirtieth Session of the United Nations General Assembly; 30th Session of the United Nations General Assembly: Meetings, Invitations, and Schedule Coordination; Global / Worldwide; United Nations; United Nations General Assembly; 30th Session of the United Nations General Assembly; Diplomacy; Japanese Diplomatic Reporting; United Nations; UN General Assembly; 2010-1215; 100-042833","国連第30回総会; 国連第30回総会：会談・招待行事・日程調整; 全世界; 国際連合／国連; 国連総会; 第30回国連総会; 外交; 日本外交当局の報告; 国連; 国連総会; 2010-1215; 100-042833; Thirtieth Session of the United Nations General Assembly; 30th Session of the United Nations General Assembly: Meetings, Invitations, and Schedule Coordination; Global / Worldwide; United Nations; United Nations General Assembly; 30th Session of the United Nations General Assembly; Diplomacy; Japanese Diplomatic Reporting; United Nations; UN General Assembly; 2010-1215; 100-042833; GLOBAL; UN;UNGA; UNGA_30_1975; UNGA;UN;DIP;JAPANESE_DIPLOMATIC_REPORTING"
"mofa_100_101842","100-101842","https://da.mofa.go.jp/material-detail?id=100-101842","2014-3472","国連 カンボディア問題国際会議","United Nations International Conference on the Cambodian Question","Open","","カンボジア問題国際会議","International Conference on Cambodia","Asia; Southeast Asia","アジア; 東南アジア","","","Cambodia; People's Republic of China; Vietnam","カンボディア／カンボジア; 中華人民共和国; ベトナム／ヴィエトナム","Association of Southeast Asian Nations; United Nations","東南アジア諸国連合／ASEAN; 国際連合／国連","","","International Conference on Kampuchea / Cambodia, 1981","1981年カンボジア問題国際会議","","","","","Cold War in Southeast Asia; Communist Party Politics; PRC-Vietnam Rivalry; Regional Ideological Conflict; Sino-Soviet Rivalry in Southeast Asia; Southeast Asian Communist Politics","東南アジアにおける冷戦; 共産党政治; 中越対立／中国・ベトナム対立; 地域的イデオロギー対立; 東南アジアにおける中ソ対立; 東南アジア共産主義政治","国連 カンボディア問題国際会議; カンボジア問題国際会議; アジア; 東南アジア; カンボディア／カンボジア; 中華人民共和国; ベトナム／ヴィエトナム; 東南アジア諸国連合／ASEAN; 国際連合／国連; 1981年カンボジア問題国際会議; 東南アジアにおける冷戦; 共産党政治; 中越対立／中国・ベトナム対立; 地域的イデオロギー対立; 東南アジアにおける中ソ対立; 東南アジア共産主義政治; 2014-3472; 100-101842","United Nations International Conference on the Cambodian Question; International Conference on Cambodia; Asia; Southeast Asia; Cambodia; People's Republic of China; Vietnam; Association of Southeast Asian Nations; United Nations; International Conference on Kampuchea / Cambodia, 1981; Cold War in Southeast Asia; Communist Party Politics; PRC-Vietnam Rivalry; Regional Ideological Conflict; Sino-Soviet Rivalry in Southeast Asia; Southeast Asian Communist Politics; 2014-3472; 100-101842","国連 カンボディア問題国際会議; カンボジア問題国際会議; アジア; 東南アジア; カンボディア／カンボジア; 中華人民共和国; ベトナム／ヴィエトナム; 東南アジア諸国連合／ASEAN; 国際連合／国連; 1981年カンボジア問題国際会議; 東南アジアにおける冷戦; 共産党政治; 中越対立／中国・ベトナム対立; 地域的イデオロギー対立; 東南アジアにおける中ソ対立; 東南アジア共産主義政治; 2014-3472; 100-101842; United Nations International Conference on the Cambodian Question; International Conference on Cambodia; Asia; Southeast Asia; Cambodia; People's Republic of China; Vietnam; Association of Southeast Asian Nations; United Nations; International Conference on Kampuchea / Cambodia, 1981; Cold War in Southeast Asia; Communist Party Politics; PRC-Vietnam Rivalry; Regional Ideological Conflict; Sino-Soviet Rivalry in Southeast Asia; Southeast Asian Communist Politics; 2014-3472; 100-101842; ASIA;SOUTHEAST_ASIA; KHM;VNM;PRC; UN;ASEAN; CAMBODIA_INTL_CONFERENCE_1981; COLD_WAR_IN_SOUTHEAST_ASIA;SOUTHEAST_ASIAN_COMMUNIST_POLITICS;SINO_SOVIET_RIVALRY_IN_SOUTHEAST_ASIA;PRC_VIETNAM_RIVALRY;REGIONAL_IDEOLOGICAL_CONFLICT;COMMUNIST_PARTY_POLITICS"
"mofa_100_072714","100-072714","https://da.mofa.go.jp/material-detail?id=100-072714","2011-0193","UNCTAD第三回総会","Third Session of UNCTAD","Access Review Required","","","","Global / Worldwide","全世界","","","","","United Nations; United Nations Conference on Trade and Development","国際連合／国連; 国連貿易開発会議","","","Third Session of UNCTAD","UNCTAD第三回総会","African Group; Asian Group; UNCTAD Group B; Group of 77","アフリカ・グループ; アジア・グループ; UNCTAD・Bグループ（先進国グループ）; 77か国グループ","","","","","UNCTAD第三回総会; 全世界; 国際連合／国連; 国連貿易開発会議; アフリカ・グループ; アジア・グループ; UNCTAD・Bグループ（先進国グループ）; 77か国グループ; 2011-0193; 100-072714","Third Session of UNCTAD; Global / Worldwide; United Nations; United Nations Conference on Trade and Development; African Group; Asian Group; UNCTAD Group B; Group of 77; 2011-0193; 100-072714","UNCTAD第三回総会; 全世界; 国際連合／国連; 国連貿易開発会議; アフリカ・グループ; アジア・グループ; UNCTAD・Bグループ（先進国グループ）; 77か国グループ; 2011-0193; 100-072714; Third Session of UNCTAD; Global / Worldwide; United Nations; United Nations Conference on Trade and Development; African Group; Asian Group; UNCTAD Group B; Group of 77; 2011-0193; 100-072714; GLOBAL; UN;UNCTAD; UNCTAD_III_1972; GROUP_OF_77;GROUP_B;ASIAN_GROUP;AFRICAN_GROUP"
"mofa_100_103124","100-103124","https://da.mofa.go.jp/material-detail?id=100-103124","2014-4153","諸外国国防・軍事","National Defense and Military Affairs in Foreign Countries","Partially Open","","","","Global / Worldwide","全世界","","","","","","","","","","","","","","","","","諸外国国防・軍事; 全世界; 2014-4153; 100-103124","National Defense and Military Affairs in Foreign Countries; Global / Worldwide; 2014-4153; 100-103124","諸外国国防・軍事; 全世界; 2014-4153; 100-103124; National Defense and Military Affairs in Foreign Countries; Global / Worldwide; 2014-4153; 100-103124; GLOBAL"
"mofa_100_005850","100-005850","https://da.mofa.go.jp/material-detail?id=100-005850","2010-4088","日韓経済協力案件（国別経済協力）","Japan-ROK Economic Cooperation Projects (Country-Specific Economic Cooperation)","Open","","","","Asia","アジア","","","Japan; Republic of Korea / South Korea","日本; 韓国／大韓民国","","","","","","","","","","","","","日韓経済協力案件（国別経済協力）; アジア; 日本; 韓国／大韓民国; 2010-4088; 100-005850","Japan-ROK Economic Cooperation Projects (Country-Specific Economic Cooperation); Asia; Japan; Republic of Korea / South Korea; 2010-4088; 100-005850","日韓経済協力案件（国別経済協力）; アジア; 日本; 韓国／大韓民国; 2010-4088; 100-005850; Japan-ROK Economic Cooperation Projects (Country-Specific Economic Cooperation); Asia; Japan; Republic of Korea / South Korea; 2010-4088; 100-005850; ASIA; JPN;KOR"
"mofa_100_006643","100-006643","https://da.mofa.go.jp/material-detail?id=100-006643","2012-3234","フランス・中共外交関係樹立","Establishment of Diplomatic Relations between France and the PRC","Partially Open","","","","Asia","アジア","","","France; People's Republic of China; Republic of China; Taiwan","フランス; 中華人民共和国; 中華民国; 台湾","","","","","","","","","","","","","フランス・中共外交関係樹立; アジア; フランス; 中華人民共和国; 中華民国; 台湾; 2012-3234; 100-006643","Establishment of Diplomatic Relations between France and the PRC; Asia; France; People's Republic of China; Republic of China; Taiwan; 2012-3234; 100-006643","フランス・中共外交関係樹立; アジア; フランス; 中華人民共和国; 中華民国; 台湾; 2012-3234; 100-006643; Establishment of Diplomatic Relations between France and the PRC; Asia; France; People's Republic of China; Republic of China; Taiwan; 2012-3234; 100-006643; ASIA; FRA;PRC;ROC;TWN"
"mofa_100_113427","100-113427","https://da.mofa.go.jp/material-detail?id=100-113427","2017-0657","日ソ関係（第8回ソ連に関する日米非公式協議）","Japan-Soviet Relations: Eighth Informal Japan-US Consultations on the Soviet Union","Partially Open","","","","East Asia; Europe; Global / Worldwide","東アジア; 欧州・ヨーロッパ; 全世界","","","Japan; United States; Soviet Union","日本; 米国; ソ連","","","","","","","","","","","","","日ソ関係（第8回ソ連に関する日米非公式協議）; 東アジア; 欧州・ヨーロッパ; 全世界; 日本; 米国; ソ連; 2017-0657; 100-113427","Japan-Soviet Relations: Eighth Informal Japan-US Consultations on the Soviet Union; East Asia; Europe; Global / Worldwide; Japan; United States; Soviet Union; 2017-0657; 100-113427","日ソ関係（第8回ソ連に関する日米非公式協議）; 東アジア; 欧州・ヨーロッパ; 全世界; 日本; 米国; ソ連; 2017-0657; 100-113427; Japan-Soviet Relations: Eighth Informal Japan-US Consultations on the Soviet Union; East Asia; Europe; Global / Worldwide; Japan; United States; Soviet Union; 2017-0657; 100-113427; GLOBAL;EAST_ASIA;EUROPE; JPN;USSR;USA"
"mofa_100_103489","100-103489","https://da.mofa.go.jp/material-detail?id=100-103489","2014-4226","河本通商産業大臣サウディ・アラビア、エジプト、イラク訪問","Visit by Minister of International Trade and Industry Komoto to Saudi Arabia, Egypt, and Iraq","Partially Open","","","","Middle East / Near East","中東・中近東","","","Egypt; Iraq; Japan; Saudi Arabia","エジプト; イラク; 日本; サウディ・アラビア","","","","","","","","","","","","","河本通商産業大臣サウディ・アラビア、エジプト、イラク訪問; 中東・中近東; エジプト; イラク; 日本; サウディ・アラビア; 2014-4226; 100-103489","Visit by Minister of International Trade and Industry Komoto to Saudi Arabia, Egypt, and Iraq; Middle East / Near East; Egypt; Iraq; Japan; Saudi Arabia; 2014-4226; 100-103489","河本通商産業大臣サウディ・アラビア、エジプト、イラク訪問; 中東・中近東; エジプト; イラク; 日本; サウディ・アラビア; 2014-4226; 100-103489; Visit by Minister of International Trade and Industry Komoto to Saudi Arabia, Egypt, and Iraq; Middle East / Near East; Egypt; Iraq; Japan; Saudi Arabia; 2014-4226; 100-103489; MIDEAST; JPN;SAU;EGY;IRQ"
"mofa_100_013445","100-013445","https://da.mofa.go.jp/material-detail?id=100-013445","B'.6.1.0.24-2","アジア・アフリカ会議関係一件　諸外国の態度　第2巻","Records Relating to the Asian-African Conference: Positions of Foreign Countries (Vol. 2)","Partially Open","","アジア・アフリカ会議：諸外国およびヴィエトミンの態度（第二巻）","Asian-African Conference: Positions of Foreign Countries and the Viet Minh (Vol. 2)","Africa; Afro-Asia / Asian-African World; Asia","アフリカ; アジア・アフリカ; アジア","","","People's Republic of China; Republic of China","中華人民共和国; 中華民国","Viet Minh","ヴィエトミン","Southeast Asia Treaty Organization","東南アジア条約機構","Asian-African Conference (Bandung Conference)","アジア・アフリカ会議（バンドン会議）","","","Bandung Conference; Conference Diplomacy; Foreign Government Attitudes; Government Reactions; National Liberation Movement; PRC-ROC Competition","バンドン会議; 会議外交; 諸外国政府の態度; 政府反応; 民族解放運動; 中華人民共和国・中華民国競合","","","アジア・アフリカ会議関係一件　諸外国の態度　第2巻; アジア・アフリカ会議：諸外国およびヴィエトミンの態度（第二巻）; アフリカ; アジア・アフリカ; アジア; 中華人民共和国; 中華民国; ヴィエトミン; 東南アジア条約機構; アジア・アフリカ会議（バンドン会議）; バンドン会議; 会議外交; 諸外国政府の態度; 政府反応; 民族解放運動; 中華人民共和国・中華民国競合; B'.6.1.0.24-2; 100-013445","Records Relating to the Asian-African Conference: Positions of Foreign Countries (Vol. 2); Asian-African Conference: Positions of Foreign Countries and the Viet Minh (Vol. 2); Africa; Afro-Asia / Asian-African World; Asia; People's Republic of China; Republic of China; Viet Minh; Southeast Asia Treaty Organization; Asian-African Conference (Bandung Conference); Bandung Conference; Conference Diplomacy; Foreign Government Attitudes; Government Reactions; National Liberation Movement; PRC-ROC Competition; B'.6.1.0.24-2; 100-013445","アジア・アフリカ会議関係一件　諸外国の態度　第2巻; アジア・アフリカ会議：諸外国およびヴィエトミンの態度（第二巻）; アフリカ; アジア・アフリカ; アジア; 中華人民共和国; 中華民国; ヴィエトミン; 東南アジア条約機構; アジア・アフリカ会議（バンドン会議）; バンドン会議; 会議外交; 諸外国政府の態度; 政府反応; 民族解放運動; 中華人民共和国・中華民国競合; B'.6.1.0.24-2; 100-013445; Records Relating to the Asian-African Conference: Positions of Foreign Countries (Vol. 2); Asian-African Conference: Positions of Foreign Countries and the Viet Minh (Vol. 2); Africa; Afro-Asia / Asian-African World; Asia; People's Republic of China; Republic of China; Viet Minh; Southeast Asia Treaty Organization; Asian-African Conference (Bandung Conference); Bandung Conference; Conference Diplomacy; Foreign Government Attitudes; Government Reactions; National Liberation Movement; PRC-ROC Competition; B'.6.1.0.24-2; 100-013445; AFRO_ASIA;ASIA;AFRICA; PRC;ROC; VIET_MINH; SEATO; BANDUNG_1955; BANDUNG_CONFERENCE;FOREIGN_GOVERNMENT_ATTITUDES;GOVERNMENT_REACTIONS;PRC_ROC_COMPETITION;CONFERENCE_DIPLOMACY;NATIONAL_LIBERATION_MOVEMENT"
"mofa_100_023523","100-023523","https://da.mofa.go.jp/material-detail?id=100-023523","B'.6.1.0.34","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第1巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 1)","Access Review Required","","アジア・アフリカ人民連帯会議／AAPSO系会議（第1巻）","Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 1)","Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East","アフリカ; アジア・アフリカ; アジア; 中東・中近東","","","Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union","エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連","Afro-Asian People's Solidarity Organization","アジア・アフリカ人民連帯機構","","","Afro-Asian People's Solidarity Conference / AAPSO Conference Series","アジア・アフリカ人民連帯会議／AAPSO系会議","","","Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy","アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交","","","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第1巻; アジア・アフリカ人民連帯会議／AAPSO系会議（第1巻）; アフリカ; アジア・アフリカ; アジア; 中東・中近東; エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連; アジア・アフリカ人民連帯機構; アジア・アフリカ人民連帯会議／AAPSO系会議; アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交; B'.6.1.0.34; 100-023523","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 1); Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 1); Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East; Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union; Afro-Asian People's Solidarity Organization; Afro-Asian People's Solidarity Conference / AAPSO Conference Series; Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy; B'.6.1.0.34; 100-023523","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第1巻; アジア・アフリカ人民連帯会議／AAPSO系会議（第1巻）; アフリカ; アジア・アフリカ; アジア; 中東・中近東; エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連; アジア・アフリカ人民連帯機構; アジア・アフリカ人民連帯会議／AAPSO系会議; アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交; B'.6.1.0.34; 100-023523; Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 1); Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 1); Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East; Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union; Afro-Asian People's Solidarity Organization; Afro-Asian People's Solidarity Conference / AAPSO Conference Series; Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy; B'.6.1.0.34; 100-023523; ASIA;AFRICA;MIDEAST;AFRO_ASIA; JPN;PRC;USSR;IDN;IRQ;EGY;IRN; AAPSO; AAPSO_CONFERENCE_SERIES; AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT"
"mofa_100_023524","100-023524","https://da.mofa.go.jp/material-detail?id=100-023524","B'.6.1.0.34","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第2巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 2)","Access Review Required","","アジア・アフリカ人民連帯会議／AAPSO系会議（第2巻）","Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 2)","Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East","アフリカ; アジア・アフリカ; アジア; 中東・中近東","","","Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union","エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連","Afro-Asian People's Solidarity Organization","アジア・アフリカ人民連帯機構","","","Afro-Asian People's Solidarity Conference / AAPSO Conference Series","アジア・アフリカ人民連帯会議／AAPSO系会議","","","Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy","アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交","","","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第2巻; アジア・アフリカ人民連帯会議／AAPSO系会議（第2巻）; アフリカ; アジア・アフリカ; アジア; 中東・中近東; エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連; アジア・アフリカ人民連帯機構; アジア・アフリカ人民連帯会議／AAPSO系会議; アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交; B'.6.1.0.34; 100-023524","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 2); Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 2); Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East; Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union; Afro-Asian People's Solidarity Organization; Afro-Asian People's Solidarity Conference / AAPSO Conference Series; Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy; B'.6.1.0.34; 100-023524","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第2巻; アジア・アフリカ人民連帯会議／AAPSO系会議（第2巻）; アフリカ; アジア・アフリカ; アジア; 中東・中近東; エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連; アジア・アフリカ人民連帯機構; アジア・アフリカ人民連帯会議／AAPSO系会議; アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交; B'.6.1.0.34; 100-023524; Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 2); Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 2); Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East; Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union; Afro-Asian People's Solidarity Organization; Afro-Asian People's Solidarity Conference / AAPSO Conference Series; Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy; B'.6.1.0.34; 100-023524; ASIA;AFRICA;MIDEAST;AFRO_ASIA; JPN;PRC;USSR;IDN;IRQ;EGY;IRN; AAPSO; AAPSO_CONFERENCE_SERIES; AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT"
"mofa_100_023525","100-023525","https://da.mofa.go.jp/material-detail?id=100-023525","B'.6.1.0.34","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第3巻","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 3)","Access Review Required","","アジア・アフリカ人民連帯会議／AAPSO系会議（第3巻）","Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 3)","Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East","アフリカ; アジア・アフリカ; アジア; 中東・中近東","","","Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union","エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連","Afro-Asian People's Solidarity Organization","アジア・アフリカ人民連帯機構","","","Afro-Asian People's Solidarity Conference / AAPSO Conference Series","アジア・アフリカ人民連帯会議／AAPSO系会議","","","Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy","アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交","","","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第3巻; アジア・アフリカ人民連帯会議／AAPSO系会議（第3巻）; アフリカ; アジア・アフリカ; アジア; 中東・中近東; エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連; アジア・アフリカ人民連帯機構; アジア・アフリカ人民連帯会議／AAPSO系会議; アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交; B'.6.1.0.34; 100-023525","Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 3); Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 3); Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East; Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union; Afro-Asian People's Solidarity Organization; Afro-Asian People's Solidarity Conference / AAPSO Conference Series; Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy; B'.6.1.0.34; 100-023525","アジア・アフリカ人民連帯会議関係一件（アジア・アフリカ諸国民会議関係を含む）　第3巻; アジア・アフリカ人民連帯会議／AAPSO系会議（第3巻）; アフリカ; アジア・アフリカ; アジア; 中東・中近東; エジプト; インドネシア; イラン; イラク; 日本; 中華人民共和国; ソ連; アジア・アフリカ人民連帯機構; アジア・アフリカ人民連帯会議／AAPSO系会議; アジア・アフリカ人民連帯; アジア・アフリカ連帯; 経済協力; 民族解放運動; パン・アフリカ主義; 人民外交／民間外交; 第三世界外交; B'.6.1.0.34; 100-023525; Records Relating to the Afro-Asian People's Solidarity Conference, Including the Conference of Asian and African Peoples (Vol. 3); Afro-Asian People's Solidarity Conference / AAPSO Conference Series (Vol. 3); Africa; Afro-Asia / Asian-African World; Asia; Middle East / Near East; Egypt; Indonesia; Iran; Iraq; Japan; People's Republic of China; Soviet Union; Afro-Asian People's Solidarity Organization; Afro-Asian People's Solidarity Conference / AAPSO Conference Series; Afro-Asian People's Solidarity; Afro-Asian Solidarity; Economic Cooperation; National Liberation Movement; Pan-Africanism; People's Diplomacy; Third World Diplomacy; B'.6.1.0.34; 100-023525; ASIA;AFRICA;MIDEAST;AFRO_ASIA; JPN;PRC;USSR;IDN;IRQ;EGY;IRN; AAPSO; AAPSO_CONFERENCE_SERIES; AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;THIRD_WORLD;ECON_COOP;PAN_AFRICAN;NATIONAL_LIBERATION_MOVEMENT"
