
region_id,preferred_label_en,preferred_label_jp,broader_region_id,region_type,scope_note,use_when,do_not_use_when,example_original_terms,observed_in_tagged_v03_count,notes
GLOBAL,Global / Worldwide,全世界,,scale,"Worldwide, cross-regional, or international-system-level geographic scale.","Use for worldwide, cross-regional, or international-system-level records when no specific geographic region is primary.",Do not use merely because an international organization such as the UN or ICJ appears; store organizations in organization_ids.,世界;各国;諸外国;world;foreign countries;worldwide opinion,0,UN and ICJ should be handled with organization_ids. Use GLOBAL only when the record's geographic scale is worldwide or cross-regional.
AFRICA,Africa,アフリカ,,continent,"African continent and African countries or territories, including colonial and pre-independence territories.","Use for Africa/African countries/territories, China-Africa files, Afro-Asian records, or records framing North African states as part of Africa.","Do not use only because a country has African diaspora relevance; for Middle East framing of Egypt, use MIDEAST and possibly NORTH_AFRICA.",アフリカ;アフリカ諸国;中近東アフリカ諸国;Africa;African countries,22,Use with african_independence_dates.csv to judge whether countries were independent at the record date.
NORTH_AFRICA,North Africa,北アフリカ,AFRICA,subregion,"Northern African states and territories such as Egypt, Libya, Tunisia, Algeria, Morocco, and sometimes Sudan depending on source framing.",Use when a record specifically concerns North African countries or when Egypt/Libya/Algeria appear in Middle East-North Africa contexts.,Do not use for all Africa records automatically.,北アフリカ;エジプト;リビア;アルジェリア;チュニジア;モロッコ,0,Can be combined with MIDEAST for Arab-Israeli or Middle East conflict records.
SUBSAHARAN_AFRICA,Sub-Saharan Africa,サハラ以南アフリカ,AFRICA,subregion,"Africa south of the Sahara, especially when distinguished from North Africa.",Use when the record explicitly distinguishes sub-Saharan Africa or concerns countries south of the Sahara as a region.,Do not apply automatically to every African country; use AFRICA for broader records.,サハラ以南;ブラック・アフリカ;熱帯アフリカ;Sub-Saharan Africa,0,Historical Japanese terms such as ブラック・アフリカ require caution and should be preserved in original_terms.
SOUTHERN_AFRICA,Southern Africa,南部アフリカ,AFRICA,subregion,"Southern African region including South Africa, Namibia/South West Africa, Angola, Mozambique, Rhodesia/Zimbabwe, Zambia, etc. depending on context.","Use for apartheid, Namibia/South West Africa, Rhodesia/Zimbabwe, Angola/Mozambique liberation, and southern African conflict/decolonization contexts.",Do not use for South Africa alone unless the record frames it regionally.,南部アフリカ;南阿連邦;南西アフリカ;ローデシア;アンゴラ;モザンビーク,0,Useful with political_status_at_time and historical_area_ids.
MIDEAST,Middle East / Near East,中東・中近東,,macroregion,"Middle Eastern or Near Eastern region, including West Asia and sometimes Egypt/North Africa when the source frames them as Middle Eastern.","Use for 中東, 中近東, 近東, Arab-Israeli conflict, Lebanon, Gulf states, Iran-Iraq conflict, and Middle East question files.",Do not use for all Muslim-majority countries automatically; use the source framing.,中東;中近東;近東;中東問題;中近東アフリカ諸国;Middle East;Near East,26,Egypt may be MIDEAST;NORTH_AFRICA rather than AFRICA when the file is about Middle East conflict.
ASIA,Asia,アジア,,continent/macroregion,Broad Asia-related records or Asian countries collectively.,"Use for Asia-wide records, Asian countries as a group, and Afro-Asian conference records.",Do not use as the only region when a narrower subregion is clearly the main subject.,アジア;アジア諸国;中国・アジア諸国;Asia;Asian countries,31,Often combined with AFRICA for Asian-African Conference records.
EAST_ASIA,East Asia,東アジア,ASIA,subregion,"East Asian countries and political entities, especially China, Japan, Korea, Taiwan, and Mongolia.","Use for China, Japan, Korea, Taiwan, Mongolia, and East Asian diplomacy when regionally framed.",Do not use merely because PRC/ROC appears in a global UN record unless East Asia is a meaningful geographic dimension.,東アジア;極東;中国;日本;韓国;北朝鮮;台湾;モンゴル;Far East,0,Preserve original terms such as 中国 separately; entity interpretation belongs in interpreted_entity_ids.
SOUTHEAST_ASIA,Southeast Asia,東南アジア,ASIA,subregion,Southeast Asian countries and regional diplomacy.,"Use for Indonesia, Burma/Myanmar, Thailand, Laos, Cambodia, Vietnam, Malaysia, Singapore, Philippines, ASEAN, and Bandung host context if needed.",Do not use for all Afro-Asian records unless Southeast Asia is specifically relevant.,東南アジア;南東アジア;インドネシア;ビルマ;タイ;ラオス;カンボディア;ヴィエトナム;ASEAN,0,Useful for PRG/Vietnam UN participation files and Bandung/Indonesia-centered files.
SOUTH_ASIA,South Asia,南アジア,ASIA,subregion,South Asian countries and regional diplomacy.,"Use for India, Pakistan, Ceylon/Sri Lanka, Nepal, Afghanistan, and South Asian positions in Bandung or UN diplomacy.",Do not use for Middle East or Southeast Asia records.,南アジア;インド;パキスタン;セイロン;ネパール;アフガニスタン,0,Afghanistan may be SOUTH_ASIA in older diplomatic groupings depending on source framing.
ASIA_PACIFIC,Asia-Pacific,アジア太平洋,,macroregion,Asia-Pacific regional diplomacy and Pacific-facing diplomatic/security records.,"Use for explicit Asia-Pacific or Pacific regional framing, including Asia-Pacific overseas mission chiefs meetings.",Do not use for all Asia records.,アジア太平洋;アジア・太平洋;太平洋;Pacific;Asia-Pacific,4,May include Australia and New Zealand in Pacific-oriented diplomatic groupings.
OCEANIA,Oceania / Pacific,オセアニア・太平洋,,region,Oceania and Pacific island or Australasian regional context.,"Use for Australia, New Zealand, Pacific island states, or Oceania-specific records.",Do not use when Australia/New Zealand appear only as members of a wider Asia-Pacific or Commonwealth grouping unless regionally relevant.,オーストラリア;ニュー・ジーランド;太平洋諸国;Oceania;Pacific,0,ASIA_PACIFIC may be better for Japan-centered regional diplomacy.
AFRO_ASIA,Afro-Asia / Asian-African World,アジア・アフリカ,,geopolitical/diplomatic region,Cold War Afro-Asian political and diplomatic space.,"Use for Bandung, Asian-African Conference, AAPSO, Afro-Asian solidarity, and Asia-Africa diplomatic framing.",Do not use merely because one Asian and one African country appear without Afro-Asian framing.,アジア・アフリカ;アジア・アフリカ諸国;Afro-Asian;Asian-African,5,A geopolitical/diplomatic region rather than a physical region.
EUROPE,Europe,欧州・ヨーロッパ,,continent/macroregion,European countries and European diplomacy broadly.,Use for Europe-wide records or European states when the file is regionally framed.,Do not use for every mention of France/UK/Germany if Europe is not a meaningful subject.,欧州;ヨーロッパ;Europe;西欧;東欧,0,Use WESTERN_EUROPE or EASTERN_EUROPE when the source distinguishes them.
WESTERN_EUROPE,Western Europe,西欧,EUROPE,subregion,"Western European countries and regional diplomacy, especially EC/NATO-era Western Europe.","Use for 西欧, EC, France, UK, Italy, Spain, Benelux, West Germany in Western European diplomatic grouping.",Do not use for all Europe records; use only when western European framing is explicit.,西欧;EC;フランス;イギリス;イタリア;スペイン;西独,0,"For West German diplomacy, region_ids may be EUROPE;WESTERN_EUROPE."
EASTERN_EUROPE,Eastern Europe,東欧,EUROPE,subregion,"Eastern European countries, especially Cold War-era socialist Eastern Europe excluding or including USSR depending on source wording.","Use for 東欧, ソ連東欧諸国, Czechoslovakia, Poland, Hungary, Yugoslavia, Bulgaria, Albania, etc. when regionally framed.",Do not use for SOCIALIST_BLOC as a political bloc without geographic East Europe relevance; that belongs in bloc_ids.,東欧;ソ連東欧諸国;チェコ;ポーランド;ハンガリー;ユーゴスラヴィア;ブルガリア;アルバニア,0,"SOCIALIST_BLOC should be a bloc_id, not a region_id."
AMERICAS,Americas,米州,,macroregion,"North, Central, South America and Caribbean countries when grouped as the Americas.","Use for 米州, Western Hemisphere, or records grouping Canada, US, Latin America, and Caribbean countries.",Do not use if the file is specifically about the United States; use NORTH_AMERICA then.,米州;アメリカ州;カナダ;メキシコ;ブラジル;ペルー;ウルグアイ;Western Hemisphere,0,Useful for ICJ election regional vote files.
NORTH_AMERICA,North America,北米,AMERICAS,subregion,"North American region, especially United States and Canada in Japan's North America Bureau contexts.","Use for US politics, Japan-US relations, Canada, or North America-centered records.",Do not use for Latin America or all Western Hemisphere records.,北米;米国;カナダ;日米関係;United States;Canada;North America,0,"For 米国政治 files, region_ids should be NORTH_AMERICA even when foreign-policy sections cover other regions."
LATIN_AMERICA,Latin America,ラテンアメリカ・中南米,AMERICAS,subregion,"Latin American countries, including Central and South America and sometimes the Caribbean depending on source framing.","Use for 中南米, Latin America, and records involving Nicaragua, El Salvador, Brazil, Peru, Uruguay, Paraguay, Argentina etc. in regional context.",Do not use for United States/Canada-centered records unless Latin America is a substantive subject.,中南米;ラテンアメリカ;ニカラグア;エルサルバドル;ブラジル;ペルー;ウルグアイ;アルゼンティン,0,CENTRAL_AMERICA may be added when Nicaragua/El Salvador are specifically central.
CENTRAL_AMERICA,Central America,中米,LATIN_AMERICA,subregion,Central American countries and conflicts.,"Use for Nicaragua, El Salvador, Guatemala, Honduras, Costa Rica, Panama, Belize, or Central America as a diplomatic/security region.",Do not use for Latin America broadly unless Central America is specifically highlighted.,中米;ニカラグア;エルサルバドル;米国中米特使;Central America,0,Useful for US politics/foreign policy files involving Nicaragua and El Salvador.
CARIBBEAN,Caribbean,カリブ海地域,LATIN_AMERICA,subregion,Caribbean countries and territories.,"Use for Caribbean island states and territories, especially in Latin American voting/attitude files.",Do not use for all Latin America records.,カリブ;カリブ海;ドミニカ;ハイチ;キューバ;Caribbean;West Indies,0,Can be combined with LATIN_AMERICA.

"record_id","mofa_material_id","source_url","legacy_archive_id","legacy_record_id","volume","title_jp","title_en","release_status","years","primary_subject_jp","primary_subject_en","region_ids","reaction_region_ids","entity_ids","organization_ids","related_organization_ids","event_ids","bloc_ids","keyword_ids","analytical_context_ids","entity_review_required","source_verified_note"

"event_id","parent_event_id","edition_number","event_status","preferred_label_en","preferred_label_jp","event_type","event_scope","start_date","end_date","location_en","location_jp","host_or_organizer","related_organization_ids","related_bloc_ids","related_bloc_ids_note","related_region_ids","related_keyword_ids","aliases_original_terms","use_when","do_not_use_when","notes"
"BANDUNG_1955","ASIAN_AFRICAN_CONFERENCE_SERIES","1","held","Asian-African Conference (Bandung Conference)","アジア・アフリカ会議（バンドン会議）","international conference","single event","1955-04-18","1955-04-24","Bandung, Indonesia","インドネシア・バンドン","Indonesia and participating Asian-African states","","AFRO_ASIAN_BLOC","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign record-level bloc_ids only when the source explicitly treats the bloc/group as an actor, position, voting group, negotiating group, or historical source category.","AFRO_ASIA;ASIA;AFRICA;SOUTHEAST_ASIA","AFRO_ASIAN_CONF;BANDUNG_CONFERENCE;CONFERENCE_DIPLOMACY;DECOL;THIRD_WORLD","アジア・アフリカ会議;アジア・アフリカ会議関係一件;バンドン会議;Bandung Conference;Asian-African Conference","Use for records directly concerning the 1955 Asian-African Conference at Bandung, including Japan position files, foreign attitudes, agenda, participation, and reference materials.","Do not use for later Afro-Asian solidarity activities, AAPSO records, or generic Asia-Africa regional diplomacy unless the 1955 Bandung conference is directly concerned.","event_id marks the conference/event. Do not automatically assign AFRO_ASIAN_BLOC in bloc_ids unless coordinated bloc action is explicit. related_bloc_ids are conceptual associations only and must not be automatically copied into record-level bloc_ids."
"SECOND_AA_CONF_1965_PLANNED","ASIAN_AFRICAN_CONFERENCE_SERIES","2","planned_not_held","Planned Second Asian-African Conference (Algiers)","第二回アジア・アフリカ会議（アルジェ予定会議）","planned international conference","planned/postponed event","1965","1965","Algiers, Algeria (planned)","アルジェリア・アルジェ（予定）","Asian-African participating states; Algeria as planned host","","AFRO_ASIAN_BLOC","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign record-level bloc_ids only when the source explicitly treats the bloc/group as an actor, position, voting group, negotiating group, or historical source category.","AFRO_ASIA;ASIA;AFRICA;NORTH_AFRICA","SECOND_AFRO_ASIAN_CONFERENCE;AFRO_ASIAN_CONF;PARTICIPATION;CONFERENCE_DIPLOMACY","第二回アジア・アフリカ会議;第二回AA会議;Second Asian-African Conference;Second Afro-Asian Conference;Algiers Conference","Use for records concerning preparations, participation, postponement, or diplomatic handling of the planned Second Asian-African Conference.","Do not use for the 1955 Bandung Conference or for AAPSO/solidarity conferences unless the planned Second Asian-African Conference is explicitly involved.","Treat as a planned but not held event rather than a normally held conference. Keep participation status distinct from bloc assignment. event_status=planned_not_held because the planned Second Asian-African Conference did not convene as a regular held conference. related_bloc_ids are conceptual associations only and must not be automatically copied into record-level bloc_ids."
"AAPSO_CONFERENCE_SERIES","","","series","Afro-Asian People's Solidarity Conference / AAPSO Conference Series","アジア・アフリカ人民連帯会議／AAPSO系会議","conference series / solidarity movement event","event series","1957","","various locations","各地","AAPSO and related Afro-Asian solidarity networks","AAPSO","AFRO_ASIAN_BLOC","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign record-level bloc_ids only when the source explicitly treats the bloc/group as an actor, position, voting group, negotiating group, or historical source category.","AFRO_ASIA;ASIA;AFRICA","AAPSO;AFRO_ASIAN_SOLIDARITY;PEOPLES_DIPLOMACY;CONFERENCE_DIPLOMACY;THIRD_WORLD","アジア・アフリカ人民連帯会議;アジア・アフリカ諸国民会議;Afro-Asian People's Solidarity Conference;AAPSO conference","Use for records concerning Afro-Asian People's Solidarity Conference/AAPSO-related conference activity when a specific individual conference is not yet separated.","Do not use for Bandung or the official state-level Asian-African Conference unless AAPSO/people's solidarity conference activity is explicit.","This is intentionally a series-level event_id. Later it can be split into individual conferences if the source detail supports it. related_bloc_ids are conceptual associations only and must not be automatically copied into record-level bloc_ids."
"NAM_SUMMIT_3_1970","NAM_SUMMIT_SERIES","3","held","Third Conference of Heads of State or Government of Non-Aligned Countries","第三回非同盟諸国首脳会議","summit conference","single event","1970-09-08","1970-09-10","Lusaka, Zambia","ザンビア・ルサカ","Non-Aligned Movement; Zambia as host","","NON_ALIGNED_MOVEMENT","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign record-level bloc_ids only when the source explicitly treats the bloc/group as an actor, position, voting group, negotiating group, or historical source category.","GLOBAL;AFRO_ASIA;AFRICA;ASIA;MIDEAST;LATIN_AMERICA","NAM;THIRD_WORLD;CONFERENCE_DIPLOMACY;DIP","第三回非同盟諸国首脳会議;第三回非同盟会議;非同盟諸国首脳会議;Third Non-Aligned Countries Summit;Third Non-Aligned Summit;Lusaka Summit","Use for records directly concerning the Third Non-Aligned Summit or its diplomatic context.","Do not use for non-aligned countries generally unless the Third Summit is explicit.","In bloc_ids use NON_ALIGNED_MOVEMENT only when the non-aligned identity is source-explicit. related_bloc_ids are conceptual associations only and must not be automatically copied into record-level bloc_ids."
"UNGA_30_1975","UNGA_SESSION_SERIES","30","held","30th Session of the United Nations General Assembly","第30回国連総会","UN General Assembly session","single session","1975","1975","New York, United States","米国・ニューヨーク","United Nations General Assembly","UN;UNGA","","","GLOBAL","UN;UNGA;DIP;CONFERENCE_DIPLOMACY","国連第30回総会;第30回国連総会;UN General Assembly 30th Session;30th UNGA","Use for records directly concerning the 30th session of the UN General Assembly.","Do not use for UN affairs generally or for other UNGA sessions.","Regional invitation lunches or consultations inside this event do not automatically create bloc_ids."
"UNCTAD_III_1972","UNCTAD_SESSION_SERIES","3","held","Third Session of UNCTAD","UNCTAD第三回総会","UN conference session","single session","1972-04-13","1972-05-21","Santiago, Chile","チリ・サンティアゴ","UNCTAD; United Nations","UN;UNCTAD","GROUP_OF_77;GROUP_B;ASIAN_GROUP;AFRICAN_GROUP","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign record-level bloc_ids only when the source explicitly treats the bloc/group as an actor, position, voting group, negotiating group, or historical source category.","GLOBAL;LATIN_AMERICA","UNCTAD;UN;ECON_COOP;THIRD_WORLD;CONFERENCE_DIPLOMACY","UNCTAD第三回総会;国連貿易開発会議第三回総会;UNCTAD III;Third Session of UNCTAD;UNCTAD Third Session","Use for records directly concerning preparations, proceedings, negotiating groups, or diplomacy around the Third Session of UNCTAD.","Do not use for UNCTAD as an organization in general or for other UNCTAD sessions.","Negotiating groups such as G77, Group B, Asian Group, and African Group may also appear in bloc_ids when source-explicit. related_bloc_ids are conceptual associations only and must not be automatically copied into record-level bloc_ids."
"CULTURAL_REVOLUTION_1966_1976","","","historical_process","Cultural Revolution","文化大革命／文革","historical process / political campaign","multi-year historical process","1966-05","1976-10","People's Republic of China; global diplomatic repercussions","中華人民共和国および国際的波及","Chinese Communist Party / People's Republic of China","","SOCIALIST_BLOC;ASIAN_COMMUNIST_BLOC","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign record-level bloc_ids only when the source explicitly treats the bloc/group as an actor, position, voting group, negotiating group, or historical source category.","EAST_ASIA;ASIA;GLOBAL","CW;DIP;JPN_PRC;SINO_SOVIET;PRC_AFRICA;PRC_MEA;REACT;PRESS","文化大革命;文革;プロレタリア文化大革命;無産階級文化大革命;Cultural Revolution;Great Proletarian Cultural Revolution;GPCR","Use when the source explicitly mentions the Cultural Revolution, 文革, 文化大革命, or when a record is date-confirmed as concerning PRC domestic/political/diplomatic disruption in the Cultural Revolution context, especially 1966-1967 materials.","Do not use merely because a record concerns the PRC, socialism, Mao, or the Cold War. Do not infer from date alone unless the record context concerns PRC political/diplomatic effects of the Cultural Revolution.","This event_id is a historical process rather than a conference. For 1966-1967 files, assign only after confirming the record date and Cultural Revolution relevance from TOC, description, or document content. related_bloc_ids are conceptual associations only and must not be automatically copied into record-level bloc_ids."
"CAMBODIA_INTL_CONFERENCE_1981","CAMBODIA_CONFERENCE_SERIES","","held","International Conference on Kampuchea / Cambodia, 1981","1981年カンボジア問題国際会議","international conference","single event","1981","1981","New York, United States","米国・ニューヨーク","United Nations","UN","ASEAN_MEMBERS","Conceptual association only. Do not automatically copy related_bloc_ids into record-level bloc_ids; assign bloc_ids only when a bloc/group acts explicitly as a collective actor, position, voting group, or negotiating group.","GLOBAL;SOUTHEAST_ASIA;ASIA;MIDEAST;AFRICA;EUROPE;AMERICAS;OCEANIA","CAMBODIA_Q;UN;CONFERENCE_DIPLOMACY;DIP;REACT","国連カンボディア問題国際会議;カンボディア問題国際会議;International Conference on Kampuchea;International Conference on Cambodia;Kampuchea Conference","Use for records directly concerning the UN-related international conference on the Cambodia/Kampuchea question in 1981, including conference preparations, foreign attitudes, draft declarations, speeches, schedules, and participant lists.","Do not use for Cambodia question records generally unless the international conference itself is directly concerned.","Promoted from event_review_queue EV-003 based on user-provided MOFA TOC for archive_id 2014-3472. The TOC organizes foreign views by region; this does not by itself justify record-level bloc_ids."
"UNGA_26_1971","UNGA_SESSION_SERIES","26","held","26th Session of the United Nations General Assembly","第26回国連総会","UN General Assembly session","single session","1971","1971","New York, United States","米国・ニューヨーク","United Nations General Assembly","UN;UNGA","","","GLOBAL","UN;UNGA;UN_CHINA_REPRESENTATION_ISSUE;REP_CHINA;VOTE;DIP","国連第26回総会;第26回国連総会;UN General Assembly 26th Session;26th UNGA","Use for records directly concerning the 26th session of the UN General Assembly, including the 1971 China representation decision and related reactions when the session context is explicit.","Do not use for UN China representation records generally unless the 26th UNGA session or 1971 UNGA context is directly concerned.","Added for archive_id 2014-4133 based on user-provided tagging direction. The China representation decision is handled more specifically by UNGA_2758_1971_CHINA_REPRESENTATION when the vote/resolution itself is central."
"NIXON_CHINA_VISIT_ANNOUNCEMENT_1971","US_PRC_OPENING_SERIES","","held","Announcement of Nixon's Visit to China","ニクソン訪中発表","diplomatic_announcement","single event","1971-07-15","1971-07-15","Washington, D.C.; Beijing","ワシントンD.C.; 北京","United States; People's Republic of China","","","No bloc association by default. Do not assign record-level bloc_ids unless the source treats a bloc as an actor.","EAST_ASIA;NORTH_AMERICA;GLOBAL","US_PRC_RAPPROCHEMENT;NIXON_VISIT_TO_PRC;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;UN_CHINA_REPRESENTATION_ISSUE","ニクソン訪中発表;ニクソン米大統領訪中発表;米大統領訪中発表;Nixon visit announcement;Announcement of Nixon's Visit to China;Announcement of Nixon visit to China","Use for records concerning reactions, reporting, or diplomatic consequences around the July 15, 1971 announcement that President Nixon would visit the PRC.","Do not use for the actual February 1972 Nixon visit unless the record specifically concerns the 1971 announcement or its immediate reactions.","Standardized event_id and labels per review. This marks the July 15, 1971 announcement, not the February 1972 visit itself."
"UNGA_25_1970","UNGA_SESSION_SERIES","25","held","25th Session of the United Nations General Assembly","第25回国連総会","un_general_assembly_session","single session","1970","1970","New York","ニューヨーク","United Nations General Assembly","UN;UNGA","","No bloc association by default. Do not assign record-level bloc_ids unless a voting group or bloc acts as such in the source.","GLOBAL","UN_CHINA_REPRESENTATION_ISSUE;VOTING_BEHAVIOR;VOTE_COUNTING;PRC_ROC_COMPETITION","第25回国連総会;国連第25回総会;UNGA 25;25th UN General Assembly","Use for records concerning the 25th session of the UN General Assembly in 1970, especially as background to the China representation vote and subsequent diplomatic vote counting.","Do not use for the 26th UN General Assembly or for generic UN records without a 1970 UNGA 25 connection.","For 2015-2085, use as the premise/background event: narrowing vote margin on the China representation issue before preparations for UNGA 26."
"KASHMIR_PRINCESS_INCIDENT_1955","BANDUNG_1955","","held","Kashmir Princess Incident","カシミール・プリンセス号事件","aviation_incident / diplomatic_security_incident","single incident","1955-04-11","1955-04-11","South China Sea / near Natuna Islands","南シナ海／ナトゥナ諸島付近","","","","No bloc association by default. Treat as a related diplomatic/security incident, not as bloc action.","ASIA;SOUTHEAST_ASIA;EAST_ASIA;AFRO_ASIA","BANDUNG_CONFERENCE;SECURITY;PRC_ROC_COMPETITION;CONFERENCE_DIPLOMACY","カシミール・プリンセス号事件;カシミール・プリンセス事件;中共代表団乗用機墜落事件;Kashmir Princess Incident;Kashmir Princess crash","Use for records concerning the April 1955 crash/bombing of the Kashmir Princess aircraft connected to the PRC delegation and the Bandung Conference.","Do not use for generic aviation accidents or Bandung records without the aircraft incident.","Related event for Bandung files where 「中共代表団乗用機墜落事件関係」 appears as an independent item."

"keyword_id","preferred_label_en","preferred_label_jp","category","scope_note","use_for","related_terms"
"CW","Cold War","冷戦","period/framework","Use for records whose importance lies in Cold War alignments, bloc politics, or superpower competition.","冷戦; East-West conflict; superpower rivalry","Third World; Diplomatic Recognition; United Nations"
"DIP","Diplomacy","外交","general","General diplomatic relations, communications, visits, negotiations, or policy analysis.","外交; diplomatic relations; foreign policy","Bilateral Relations; Diplomatic Recognition; Official Visits"
"BILAT","Bilateral Relations","二国間関係","relationship type","Use for records centered on relations between two states/governments.","relations; bilateral diplomacy; 二国間外交","Diplomacy"
"REC","Diplomatic Recognition","国家承認／外交承認","diplomatic status","Use for recognition of states/governments or establishment/withdrawal of formal recognition.","recognition; 承認; 国家承認; government recognition","Diplomatic Normalization; China Representation"
"NORM","Diplomatic Normalization","国交正常化","diplomatic status","Use for normalization or establishment/restoration of diplomatic relations.","normalization; establishment of diplomatic relations; 国交正常化; 外交関係樹立","Diplomatic Recognition; Japan-PRC Relations"
"REP_CHINA","China Representation","中国代表権問題","international organization","Use for the question of who represented China in the UN or other international organizations. Pair with entity_ids PRC, ROC, TWN, or CHN_AMBIG as needed.","China seat; Chinese representation; 中国代表権; lawful rights of the PRC","United Nations; Voting / Attitudes of Countries; Diplomatic Recognition; PRC; ROC; Taiwan"
"UN","United Nations","国連","international organization","Use for UN-related records, including General Assembly, Security Council, representation, conferences, and consultations.","UN; United Nations; 国際連合; 国連","UN General Assembly; China Representation; UNCTAD"
"UNGA","UN General Assembly","国連総会","international organization","Use for records specifically concerning the UN General Assembly.","General Assembly; UNGA; 国連総会","United Nations; Voting"
"UNSC","UN Security Council","国連安全保障理事会","international organization","Use for Security Council records or institutional implementation involving the Security Council.","Security Council; UNSC; 安保理","United Nations; China Representation"
"UNCTAD","UNCTAD","国連貿易開発会議","international organization","Use for UNCTAD-related records and conferences.","United Nations Conference on Trade and Development; 国連貿易開発会議","Trade; Development"
"ICJ","International Court of Justice","国際司法裁判所","international organization","Use for ICJ-related records, including judicial elections.","ICJ; International Court of Justice; 国際司法裁判所","United Nations"
"VOTE","Voting / Attitudes of Countries","投票／各国の態度","evidence type","Use for records on voting behavior, attitudes, reactions, or positions of countries in international forums.","voting record; attitudes of countries; 各国の態度; 諸外国の反応; reaction of foreign countries","United Nations; Press Commentary; Foreign Reactions"
"REACT","Foreign Reactions","諸外国の反応","evidence type","Use for records collecting foreign reactions to events, visits, normalization, crises, or diplomatic moves.","reactions; responses; 諸外国の反応; 各国の反応","Voting; Press Commentary"
"PRESS","Press Commentary","新聞論調／報道","evidence type","Use for records based on press coverage, newspaper commentary, broadcasts, or media reactions.","press; newspaper commentary; broadcast; 報道; 新聞論調; 放送","Foreign Reactions"
"VISIT","Official Visits","要人訪問","diplomatic practice","Use for visits by heads of government, ministers, or senior officials.","visits; VIP visits; 要人訪問; 首相訪問; 大統領訪問","Diplomacy"
"CONSULT","Diplomatic Consultations","外交協議","diplomatic practice","Use for regular consultations, informal consultations, or policy coordination between governments.","consultation; regular consultation; 非公式協議; 定期協議","Diplomacy; Embassy Chiefs Conference"
"EMBASSY_CHIEFS","Embassy Chiefs Conference","在外公館長会議","diplomatic practice","Use for records concerning conferences of heads of Japanese overseas missions.","在外公館長会議; heads of missions conference","Diplomatic Consultations; Regional Diplomacy"
"AFRO_ASIAN_CONF","Asian-African Conference","アジア・アフリカ会議","conference/movement","Use for Bandung/Asian-African Conference-related records, including Japanese attitudes and foreign participation.","Afro-Asian Conference; Asian-African Conference; Bandung; アジア・アフリカ会議; バンドン会議","Third World; Non-Aligned Movement; Decolonization"
"AAPSO","Afro-Asian People's Solidarity","アジア・アフリカ人民連帯","conference/movement","Use for Afro-Asian People’s Solidarity Organization/conference records.","AAPSO; Afro-Asian People's Solidarity; アジア・アフリカ人民連帯会議","Asian-African Conference; Third World"
"NAM","Non-Aligned Movement","非同盟運動","conference/movement","Use where non-alignment is central or where Afro-Asian/Third World diplomacy overlaps with non-aligned politics.","non-aligned; nonalignment; 非同盟","Third World; Asian-African Conference"
"THIRD_WORLD","Third World Diplomacy","第三世界外交","analytical theme","Use for PRC diplomacy toward Asia, Africa, Middle East, and decolonizing countries during the Cold War.","Third World diplomacy; Global South; Afro-Asian diplomacy; 第三世界外交","Foreign Aid; Decolonization; Asian-African Conference"
"DECOL","Decolonization","脱植民地化","analytical theme","Use for independence, recognition of newly independent states, and postcolonial international politics.","decolonization; independence; 独立; 脱植民地化","Angola Independence; Congo Crisis; Third World Diplomacy"
"JPN_PRC","Japan-PRC Relations","日中関係／日中国交正常化","bilateral theme","Use for Japan-PRC relations, especially normalization, reactions to normalization, and Japanese policy toward the PRC. Pair with ROC/TWN when Taiwan-related consequences are central.","Japan-China relations; Japan-PRC relations; 日中関係; 日中国交正常化","Diplomatic Normalization; Diplomatic Recognition"
"SINO_SOVIET","Sino-Soviet Relations","中ソ関係","bilateral theme","Use for PRC-Soviet/Sino-Soviet relations and conflicts.","Sino-Soviet; China-Soviet; 中ソ; 中国・ソ連関係","Cold War"
"SINO_FRENCH","France-PRC Relations","中仏関係／中共・フランス関係","bilateral theme","Use for France-PRC relations, especially establishment of diplomatic relations in 1964 and its effects on Taiwan/ROC diplomacy.","Sino-French relations; PRC-France relations; 中共・フランス関係; フランス・中共外交関係樹立","Diplomatic Recognition; Diplomatic Normalization"
"SINO_INDIAN_BORDER","Sino-Indian Border Conflict","中印国境紛争","conflict","Use for PRC-India border conflict records.","Sino-Indian border war; Sino-Indian border conflict; 中共・インド国境紛争","Military; Cold War"
"CONGO_CRISIS","Congo Crisis","コンゴ動乱","conflict/crisis","Use for the Congo Crisis and foreign reactions/intervention related to Congo in the early 1960s.","Congo Crisis; コンゴー動乱; コンゴ動乱","Decolonization; Foreign Reactions"
"ANGOLA_INDEP","Angola Independence","アンゴラ独立","decolonization/conflict","Use for Angola independence, recognition status, or foreign involvement around independence/civil war.","Angola independence; recognition of Angola; アンゴラ独立; アンゴラ内戦","Decolonization; Foreign Intervention"
"FOREIGN_INTERVENTION","Foreign Intervention","諸外国の干渉","conflict/crisis","Use for records explicitly about foreign intervention in civil wars or regional conflicts.","foreign interference; foreign intervention; 諸外国の干渉","Military; Angola Independence"
